,District_Name,Soil_color,Nitrogen,Phosphorous,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link,Humidity
61,Kolhapur,Black,80,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
62,Kolhapur,Black,85,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
63,Kolhapur,Black,90,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
64,Kolhapur,Black,95,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
65,Kolhapur,Black,100,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
66,Kolhapur,Black,75,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
67,Kolhapur,Black,80,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
68,Kolhapur,Black,85,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
69,Kolhapur,Black,90,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
70,Kolhapur,Black,95,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
71,Kolhapur,Black,100,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.8
72,Kolhapur,Black,20,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
73,Kolhapur,Black,25,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
74,Kolhapur,Black,30,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
75,Kolhapur,Black,35,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
76,Kolhapur,Black,40,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
77,Kolhapur,Black,20,30,30,7.0,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
78,Kolhapur,Black,25,30,30,7.0,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
79,Kolhapur,Black,30,30,30,7.0,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
80,Kolhapur,Black,35,30,30,7.0,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
81,Kolhapur,Black,40,30,30,7.0,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
82,Kolhapur,Black,20,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
83,Kolhapur,Black,25,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
84,Kolhapur,Black,30,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
85,Kolhapur,Black,35,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
86,Kolhapur,Black,40,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
87,Kolhapur,Black,20,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
88,Kolhapur,Black,25,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
89,Kolhapur,Black,30,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
90,Kolhapur,Black,35,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
91,Kolhapur,Black,40,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
92,Kolhapur,Black,20,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
93,Kolhapur,Black,25,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
94,Kolhapur,Black,30,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
95,Kolhapur,Black,35,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
96,Kolhapur,Black,40,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
97,Kolhapur,Black,20,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
98,Kolhapur,Black,25,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
99,Kolhapur,Black,30,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
100,Kolhapur,Black,35,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
101,Kolhapur,Black,40,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
102,Kolhapur,Black,20,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
103,Kolhapur,Black,25,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
104,Kolhapur,Black,30,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
105,Kolhapur,Black,35,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
106,Kolhapur,Black,40,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
107,Kolhapur,Black,20,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
108,Kolhapur,Black,25,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
109,Kolhapur,Black,30,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
110,Kolhapur,Black,35,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
111,Kolhapur,Black,40,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,71.8
112,Kolhapur,Black,20,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
113,Kolhapur,Black,25,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
114,Kolhapur,Black,30,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
115,Kolhapur,Black,35,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
116,Kolhapur,Black,40,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
117,Kolhapur,Black,20,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
118,Kolhapur,Black,25,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
119,Kolhapur,Black,30,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
120,Kolhapur,Black,35,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
121,Kolhapur,Black,40,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
122,Kolhapur,Black,20,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
123,Kolhapur,Black,25,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
124,Kolhapur,Black,30,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
125,Kolhapur,Black,35,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
126,Kolhapur,Black,40,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
127,Kolhapur,Black,20,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
128,Kolhapur,Black,25,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
129,Kolhapur,Black,30,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
130,Kolhapur,Black,35,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
131,Kolhapur,Black,40,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,71.8
132,Kolhapur,Black,40,20,20,6.0,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
133,Kolhapur,Black,45,20,20,6.0,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
134,Kolhapur,Black,50,20,20,6.0,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
135,Kolhapur,Black,40,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
136,Kolhapur,Black,45,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
137,Kolhapur,Black,50,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
138,Kolhapur,Black,40,20,25,7.0,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
139,Kolhapur,Black,45,20,25,7.0,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
140,Kolhapur,Black,50,20,25,7.0,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
141,Kolhapur,Black,40,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
142,Kolhapur,Black,45,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
143,Kolhapur,Black,50,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,71.8
144,Kolhapur,Red ,100,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
145,Kolhapur,Red ,105,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
146,Kolhapur,Red ,110,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
147,Kolhapur,Red ,115,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
148,Kolhapur,Red ,120,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
149,Kolhapur,Red ,125,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
150,Kolhapur,Red ,130,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
151,Kolhapur,Red ,135,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
152,Kolhapur,Red ,140,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
153,Kolhapur,Red ,145,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
154,Kolhapur,Red ,150,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
155,Kolhapur,Red ,100,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
156,Kolhapur,Red ,105,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
157,Kolhapur,Red ,110,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
158,Kolhapur,Red ,115,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
159,Kolhapur,Red ,120,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
160,Kolhapur,Red ,125,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
161,Kolhapur,Red ,130,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
162,Kolhapur,Red ,135,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
163,Kolhapur,Red ,140,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
164,Kolhapur,Red ,145,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
165,Kolhapur,Red ,150,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
166,Kolhapur,Red ,100,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
167,Kolhapur,Red ,105,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
168,Kolhapur,Red ,110,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
169,Kolhapur,Red ,115,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
170,Kolhapur,Red ,120,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
171,Kolhapur,Red ,125,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
172,Kolhapur,Red ,130,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
173,Kolhapur,Red ,135,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
174,Kolhapur,Red ,140,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
175,Kolhapur,Red ,145,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
176,Kolhapur,Red ,150,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
177,Kolhapur,Red ,100,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
178,Kolhapur,Red ,105,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
179,Kolhapur,Red ,110,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
180,Kolhapur,Red ,115,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
181,Kolhapur,Red ,120,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
182,Kolhapur,Red ,125,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
183,Kolhapur,Red ,130,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
184,Kolhapur,Red ,135,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
185,Kolhapur,Red ,140,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
186,Kolhapur,Red ,145,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
187,Kolhapur,Red ,150,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
188,Kolhapur,Red ,100,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
189,Kolhapur,Red ,105,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
190,Kolhapur,Red ,110,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
191,Kolhapur,Red ,115,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
192,Kolhapur,Red ,120,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
193,Kolhapur,Red ,125,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
194,Kolhapur,Red ,130,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
195,Kolhapur,Red ,135,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
196,Kolhapur,Red ,140,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
197,Kolhapur,Red ,145,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
198,Kolhapur,Red ,150,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
199,Kolhapur,Red ,100,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
200,Kolhapur,Red ,105,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
201,Kolhapur,Red ,110,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
202,Kolhapur,Red ,115,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
203,Kolhapur,Red ,120,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
204,Kolhapur,Red ,125,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
205,Kolhapur,Red ,130,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
206,Kolhapur,Red ,135,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
207,Kolhapur,Red ,140,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
208,Kolhapur,Red ,145,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
209,Kolhapur,Red ,150,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
210,Kolhapur,Red ,100,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
211,Kolhapur,Red ,105,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
212,Kolhapur,Red ,110,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
213,Kolhapur,Red ,115,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
214,Kolhapur,Red ,120,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
215,Kolhapur,Red ,125,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.8
